YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,2021,CA,California,Census,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,3.16,23.8,†,Estimate,11.59,59.63,2307,7475,26-35,Graduate,Male,Medium,Black,"(35.1819, -101.6160)",4,6,7,6,18,Race,Group C,2,3
2023,2012,NY,Florida,Census,Risk Factors,Smoking,Percentage affected,Rate per 100k,Age-adjusted,40.58,93.13,†,Estimate,21.27,84.41,577,6473,26-35,Some College,Female,Low,Asian,"(41.2747, -87.3725)",1,7,9,3,196,Sex,Group C,1,4
2018,2015,FL,Texas,Census,Health Status,Diabetes,Awareness level,Rate per 100k,Age-adjusted,4.66,13.22,,Estimate,4.28,89.74,3949,427,26-35,High School,Female,Low,Other,"(28.4516, -115.4515)",6,6,3,1,198,Income,Group C,1,1
2024,2015,GA,Illinois,Survey,Prevention,Smoking,Percentage affected,%,Age-adjusted,55.69,27.32,*,Estimate,29.14,78.94,3819,6845,36-50,Graduate,Female,Low,Black,"(32.3938, -92.4714)",3,4,7,8,58,Age,Group C,4,4
2013,2011,CA,Washington,Census,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,87.91,72.63,†,Suppressed,25.97,99.96,3423,8259,36-50,High School,Male,High,White,"(35.3083, -108.7584)",4,7,4,8,155,Income,Group B,2,2
2019,2015,TX,Washington,Survey,Prevention,Obesity,Incidence rate,%,Age-adjusted,69.12,11.78,,Estimate,10.85,56.04,1096,7453,26-35,Some College,Female,High,Black,"(34.3459, -95.7331)",9,5,7,3,109,Sex,Group C,4,2
2020,2010,NY,Illinois,Survey,Health Status,Smoking,Percentage affected,%,Crude,78.31,92,†,Suppressed,40.72,91.35,4281,505,36-50,Graduate,Male,Medium,Other,"(44.2125, -103.9624)",1,5,9,9,67,Race,Group C,3,2
2016,2017,NY,Washington,Census,Health Status,Diabetes,Incidence rate,Rate per 100k,Crude,94.9,99.3,,Suppressed,40.15,95.63,3552,2062,36-50,High School,Female,Medium,Other,"(34.6160, -70.1044)",2,9,2,5,67,Race,Group B,2,3
2023,2014,FL,Washington,Survey,Prevention,Obesity,Incidence rate,Rate per 100k,Age-adjusted,5.77,20.07,*,Suppressed,4.43,63.35,2879,8604,36-50,Some College,Male,Low,White,"(48.2038, -72.2543)",7,7,2,8,73,Income,Group C,1,4
2014,2016,IL,Texas,Health Report,Prevention,Diabetes,Awareness level,%,Age-adjusted,55.22,85.34,†,,32.25,89.69,3301,650,26-35,Some College,Male,Medium,Hispanic,"(31.2907, -84.7959)",8,1,1,6,108,Sex,Group B,1,3
2019,2022,FL,California,Census,Health Status,Obesity,Incidence rate,Rate per 100k,Crude,74.14,48.19,*,,41.46,64.97,2657,8236,50+,Graduate,Female,Low,Other,"(43.1022, -95.9789)",9,7,2,3,181,Age,Group C,2,1
2018,2013,CA,Illinois,Health Report,Risk Factors,Obesity,Awareness level,Rate per 100k,Crude,49.17,93.59,*,Suppressed,37.56,80.61,2507,4429,26-35,High School,Male,Medium,Asian,"(33.2662, -91.7241)",4,6,6,9,114,Sex,Group A,4,2
2020,2023,NC,Washington,Health Report,Prevention,Alcohol Use,Incidence rate,Rate per 100k,Crude,86.42,85.47,*,Suppressed,47.76,69.78,3593,8651,36-50,Some College,Male,Low,Other,"(45.1764, -89.8959)",9,6,9,2,23,Income,Group C,4,3
2019,2023,WA,California,Health Report,Risk Factors,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,70.55,12.5,*,,40.06,89.29,929,9633,50+,High School,Male,Medium,White,"(41.1072, -74.4681)",9,2,7,7,128,Race,Group A,4,1
2014,2018,WA,Florida,Health Report,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,83.3,50.71,†,,36.49,64.56,1842,2161,36-50,Graduate,Female,Low,Asian,"(41.4057, -114.5194)",8,6,4,2,60,Sex,Group A,1,1
2018,2020,GA,Illinois,Survey,Health Status,Diabetes,Awareness level,%,Age-adjusted,67.13,94.7,,Suppressed,13.8,79.46,3471,208,50+,High School,Male,Low,Asian,"(42.8429, -68.3928)",1,7,8,4,105,Sex,Group B,2,1
2024,2014,CA,Texas,Survey,Prevention,Diabetes,Awareness level,Rate per 100k,Age-adjusted,44.59,50.52,,,38.67,70.81,4899,3190,50+,Graduate,Female,Low,Other,"(36.3410, -94.6145)",3,3,3,2,4,Race,Group C,2,1
2024,2023,FL,New York,Census,Risk Factors,Obesity,Awareness level,Rate per 100k,Crude,49.69,69.51,,,40.71,90.82,3150,3076,50+,Some College,Male,Medium,Hispanic,"(39.1593, -81.4869)",3,1,6,8,52,Race,Group B,4,1
2020,2019,IL,New York,Health Report,Prevention,Obesity,Percentage affected,%,Age-adjusted,89.92,84.33,†,Suppressed,49.9,75.97,4960,4442,26-35,Graduate,Male,Low,Other,"(26.2482, -98.5069)",6,8,2,3,73,Age,Group A,4,1
2012,2016,NY,Illinois,Census,Risk Factors,Smoking,Percentage affected,%,Age-adjusted,5.42,30.7,†,,7.86,64.91,2405,9834,18-25,High School,Male,High,Asian,"(32.5112, -88.8589)",2,1,9,6,98,Race,Group C,2,3
2019,2013,GA,Washington,Health Report,Prevention,Alcohol Use,Awareness level,%,Age-adjusted,94.5,42.56,*,Suppressed,43.67,99.5,4704,8693,36-50,High School,Female,Medium,Hispanic,"(35.4568, -82.7290)",5,2,4,9,103,Sex,Group A,1,1
2015,2021,GA,California,Health Report,Health Status,Obesity,Incidence rate,%,Age-adjusted,2.55,24.29,†,,43.54,81.07,3295,9280,18-25,Some College,Male,High,Asian,"(26.4398, -115.3657)",9,2,4,9,197,Sex,Group B,1,3
2013,2022,TX,Washington,Census,Health Status,Obesity,Percentage affected,Rate per 100k,Crude,79.32,33.58,†,,14.75,97.33,574,2483,36-50,Graduate,Male,High,Asian,"(32.1027, -70.1700)",5,2,1,4,32,Sex,Group A,2,3
2012,2012,WA,Florida,Survey,Prevention,Alcohol Use,Awareness level,%,Age-adjusted,81.15,7.38,†,,2.74,80.92,810,9661,26-35,Some College,Male,Low,Black,"(46.3461, -96.2409)",4,4,2,7,36,Race,Group B,3,1
2020,2014,WA,California,Health Report,Risk Factors,Smoking,Awareness level,%,Crude,80.47,26.22,†,Suppressed,32.63,91.19,3825,3051,36-50,High School,Female,Low,White,"(29.9489, -102.7018)",8,1,8,6,60,Income,Group A,1,2
2022,2022,FL,North Carolina,Census,Health Status,Obesity,Awareness level,Rate per 100k,Age-adjusted,38.06,15.4,,,45.11,55.95,1047,8387,36-50,Some College,Female,Medium,Asian,"(45.3087, -96.2036)",6,1,6,2,127,Age,Group C,4,2
2012,2010,FL,New York,Health Report,Health Status,Obesity,Percentage affected,%,Crude,22.19,8.02,,Suppressed,26.99,60.39,4247,4240,26-35,Some College,Male,Medium,Black,"(39.1994, -81.4707)",6,7,6,8,81,Age,Group B,2,3
2013,2014,GA,North Carolina,Health Report,Risk Factors,Diabetes,Incidence rate,%,Crude,91.33,2.53,,,9.49,75.6,895,1230,18-25,Graduate,Male,Low,Asian,"(45.7091, -80.6735)",2,4,6,5,172,Age,Group A,4,4
2020,2013,CA,California,Survey,Health Status,Obesity,Percentage affected,Rate per 100k,Age-adjusted,82.77,73.05,†,Estimate,45.09,81.96,196,8111,50+,High School,Female,High,Asian,"(26.9852, -123.4711)",9,2,4,6,192,Sex,Group A,1,2
2020,2016,CA,Texas,Survey,Risk Factors,Alcohol Use,Percentage affected,%,Age-adjusted,77.31,3.79,,Suppressed,27.63,60.9,2117,2727,50+,High School,Female,Medium,Other,"(25.7203, -105.7569)",1,6,3,2,2,Race,Group B,4,1
2020,2015,NY,North Carolina,Census,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Crude,83.14,82.81,,,19.15,68.33,3172,2261,50+,Graduate,Female,Low,Other,"(38.3234, -79.5059)",9,4,2,4,90,Age,Group C,1,4
2024,2012,FL,California,Survey,Prevention,Alcohol Use,Percentage affected,%,Crude,27.84,49.31,*,Estimate,11.5,52.39,1988,2559,36-50,High School,Female,High,White,"(28.0314, -74.6133)",7,5,2,7,150,Income,Group A,2,2
2016,2019,IL,Georgia,Survey,Prevention,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,43.61,71.29,*,Estimate,8.96,67.2,1049,5470,26-35,High School,Female,Low,Asian,"(30.5031, -76.6631)",6,8,3,2,31,Sex,Group B,1,4
2013,2012,CA,California,Survey,Health Status,Obesity,Percentage affected,%,Age-adjusted,70.62,97.58,†,Estimate,27.44,71.86,2327,5306,36-50,High School,Male,High,Black,"(31.1849, -99.0722)",1,9,2,3,194,Race,Group C,3,2
2019,2024,IL,Washington,Census,Risk Factors,Obesity,Percentage affected,Rate per 100k,Crude,11.2,83.3,*,Estimate,25.31,65.26,2992,9971,18-25,Some College,Female,Low,White,"(45.3746, -119.8475)",3,3,5,2,142,Age,Group C,4,3
2015,2019,NC,North Carolina,Health Report,Health Status,Obesity,Percentage affected,Rate per 100k,Crude,63.9,98.05,,,47.56,64.19,1012,9979,26-35,Some College,Male,Low,White,"(41.0846, -100.6698)",3,1,9,3,26,Income,Group A,3,1
2010,2014,NY,Washington,Census,Risk Factors,Obesity,Incidence rate,%,Crude,28.35,67.37,,Estimate,18.52,59.86,3544,6210,50+,Graduate,Female,High,Black,"(30.4866, -75.5346)",3,1,5,9,130,Sex,Group B,1,2
2016,2015,NY,Georgia,Health Report,Health Status,Diabetes,Percentage affected,%,Crude,52.44,26.81,,,47.22,57.61,922,1912,26-35,Graduate,Female,Low,White,"(35.0397, -105.1464)",7,9,5,3,1,Race,Group C,4,2
2013,2019,GA,Texas,Health Report,Risk Factors,Obesity,Percentage affected,Rate per 100k,Age-adjusted,8.43,77.97,†,,21.94,94.42,1788,1899,36-50,High School,Female,Low,Hispanic,"(27.8635, -90.2469)",2,5,4,9,145,Race,Group C,4,1
2016,2011,IL,Florida,Survey,Health Status,Smoking,Awareness level,%,Age-adjusted,72.37,10.74,*,Suppressed,42.64,82.06,3643,1657,18-25,High School,Male,Medium,Hispanic,"(26.6657, -87.4967)",6,4,5,8,13,Age,Group C,2,1
2017,2015,GA,Illinois,Health Report,Health Status,Smoking,Incidence rate,%,Crude,10.65,67.83,*,Suppressed,29.62,51.75,3621,4985,18-25,High School,Female,Medium,Hispanic,"(26.5297, -73.6518)",4,8,5,3,132,Income,Group A,3,4
2014,2012,IL,Texas,Census,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Crude,50.11,31.41,,Estimate,3.03,61.84,2565,4781,50+,High School,Female,High,Black,"(26.0538, -83.0681)",6,9,3,6,104,Race,Group B,3,1
2013,2010,FL,Georgia,Census,Prevention,Diabetes,Percentage affected,Rate per 100k,Crude,76.14,8.46,,,36.11,59.92,4899,1405,36-50,Graduate,Male,Medium,Other,"(41.4808, -112.5733)",4,7,7,7,172,Age,Group B,2,1
2023,2024,NC,Illinois,Health Report,Risk Factors,Diabetes,Percentage affected,%,Crude,56.92,13.41,*,Suppressed,25.78,90.06,1271,2629,36-50,High School,Male,Medium,Hispanic,"(25.0907, -115.6685)",1,9,4,1,136,Race,Group B,2,1
2024,2024,FL,Washington,Census,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,54.99,61.68,†,Suppressed,48.96,55.5,1725,3000,18-25,Some College,Female,High,White,"(41.4401, -112.7322)",3,8,4,3,97,Sex,Group C,3,1
2019,2015,IL,Georgia,Survey,Risk Factors,Diabetes,Awareness level,Rate per 100k,Crude,79.7,74.29,,Estimate,17,75.76,81,253,26-35,Graduate,Female,Low,White,"(34.2899, -98.2998)",1,7,6,6,94,Age,Group B,4,2
2013,2020,CA,Georgia,Census,Health Status,Alcohol Use,Awareness level,Rate per 100k,Crude,8,50.43,†,Suppressed,6.73,97.42,2148,266,36-50,High School,Female,Low,White,"(39.9082, -97.5198)",3,5,1,5,26,Sex,Group B,3,3
2017,2024,TX,Georgia,Survey,Risk Factors,Diabetes,Percentage affected,%,Crude,17.58,36.03,,,29.29,97.45,2768,9353,26-35,Graduate,Female,Low,White,"(38.0870, -78.4812)",5,4,3,8,47,Age,Group A,4,4
2014,2012,NC,Washington,Census,Risk Factors,Obesity,Incidence rate,%,Age-adjusted,1.42,41.36,†,,5.9,55.78,3665,4917,36-50,High School,Male,Medium,White,"(37.2188, -123.6527)",2,8,3,4,150,Race,Group A,1,1
2020,2011,WA,California,Health Report,Risk Factors,Obesity,Awareness level,%,Crude,81.36,56.28,,Suppressed,23.67,60.31,3868,9646,36-50,Graduate,Female,Low,Asian,"(29.1691, -77.1769)",9,5,1,2,138,Age,Group B,2,1
2023,2016,NY,Illinois,Census,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Crude,63.43,8.63,†,Suppressed,21.32,53.99,4871,6017,26-35,Some College,Male,Low,Asian,"(25.2466, -102.9832)",5,1,9,1,10,Race,Group B,1,4
2016,2011,FL,Florida,Health Report,Prevention,Obesity,Incidence rate,%,Crude,5.18,57.43,,Estimate,9.49,68.45,925,5215,36-50,Graduate,Female,High,White,"(39.6852, -119.6888)",9,7,3,1,95,Sex,Group C,2,3
2019,2022,GA,New York,Census,Health Status,Diabetes,Awareness level,%,Age-adjusted,73.21,8.7,,Suppressed,28.45,93.72,2750,4191,50+,High School,Male,Medium,White,"(30.5478, -101.8901)",4,5,1,9,84,Race,Group B,1,4
2024,2019,TX,Texas,Health Report,Prevention,Smoking,Percentage affected,Rate per 100k,Crude,93.13,50.56,,,4.55,89.56,2902,334,26-35,Graduate,Male,Low,Hispanic,"(41.9659, -82.5748)",2,4,6,1,154,Race,Group A,3,1
2019,2015,FL,Texas,Census,Risk Factors,Obesity,Incidence rate,Rate per 100k,Age-adjusted,83.26,94.68,†,,44.64,53.5,1987,4869,26-35,High School,Male,Low,Hispanic,"(30.8783, -107.0664)",7,3,9,6,96,Income,Group A,4,1
2019,2021,FL,Texas,Survey,Health Status,Obesity,Incidence rate,%,Age-adjusted,96.57,27.35,*,,27.76,91.13,3091,5352,18-25,High School,Female,Medium,Other,"(48.6034, -114.7443)",1,1,6,6,72,Income,Group B,2,2
2015,2011,IL,Georgia,Survey,Health Status,Obesity,Awareness level,%,Age-adjusted,72.55,84.23,,Suppressed,18.35,74.71,2009,8782,26-35,Some College,Female,Medium,Other,"(36.4693, -99.1509)",1,7,4,6,45,Income,Group B,3,4
2011,2010,GA,Florida,Health Report,Prevention,Obesity,Percentage affected,Rate per 100k,Crude,87.55,13.4,,Estimate,31.93,67.57,4693,1489,26-35,Some College,Female,Low,White,"(28.4729, -122.6853)",8,3,5,8,38,Age,Group C,4,2
2011,2019,WA,Texas,Survey,Prevention,Smoking,Awareness level,%,Crude,77.16,30.25,†,Estimate,46.57,73.62,1419,3810,18-25,Graduate,Male,Medium,Asian,"(35.9290, -106.6540)",3,3,5,9,127,Income,Group B,4,3
2021,2012,IL,Washington,Health Report,Risk Factors,Smoking,Awareness level,Rate per 100k,Crude,3.16,43.32,,Suppressed,36.53,87.12,184,9648,18-25,Graduate,Female,High,Hispanic,"(43.6981, -122.3811)",3,5,5,2,86,Race,Group B,1,4
2023,2011,GA,Illinois,Survey,Health Status,Diabetes,Percentage affected,%,Crude,19.7,60.06,*,Estimate,20.51,53.85,496,469,36-50,High School,Male,High,White,"(40.6949, -86.2525)",3,9,4,6,85,Sex,Group B,1,1
2013,2014,NC,New York,Census,Prevention,Alcohol Use,Percentage affected,%,Crude,37.78,59.19,,,17.56,97.88,1986,8346,36-50,High School,Male,Medium,White,"(40.6916, -74.5225)",6,9,1,1,108,Age,Group A,1,3
2018,2017,WA,Washington,Health Report,Risk Factors,Alcohol Use,Awareness level,%,Age-adjusted,31.27,4.83,†,,36.72,91.46,1969,7174,50+,Graduate,Male,Low,Asian,"(36.0890, -99.3297)",9,2,4,2,147,Sex,Group C,2,3
2022,2019,NY,New York,Census,Health Status,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,13.92,61.83,†,Suppressed,9.33,81.06,3621,435,50+,High School,Female,Low,Hispanic,"(45.0236, -89.0705)",2,7,2,2,26,Income,Group C,2,1
2010,2010,IL,Florida,Survey,Prevention,Obesity,Incidence rate,Rate per 100k,Age-adjusted,57.49,63.12,†,Estimate,29.52,77.15,1489,2220,18-25,Some College,Male,Medium,Other,"(28.4402, -105.7426)",6,3,4,9,64,Race,Group A,2,1
2024,2018,NY,Georgia,Survey,Prevention,Smoking,Incidence rate,%,Crude,27.22,56.31,†,,19.51,55.6,1500,2246,36-50,Some College,Female,Low,Other,"(35.9029, -78.8286)",2,3,9,5,74,Income,Group B,4,3
2013,2023,GA,California,Survey,Health Status,Smoking,Percentage affected,Rate per 100k,Crude,30.87,46.54,*,,47.26,74.29,1866,3373,18-25,Graduate,Female,Medium,Other,"(33.7084, -106.3778)",9,6,7,1,172,Sex,Group C,4,4
2013,2017,FL,New York,Health Report,Prevention,Diabetes,Awareness level,%,Crude,85.25,5.31,,Estimate,10.51,93.87,1403,1104,50+,Some College,Male,Medium,Hispanic,"(28.6622, -104.7692)",1,7,3,7,45,Race,Group B,4,3
2020,2020,NC,Georgia,Health Report,Health Status,Alcohol Use,Incidence rate,Rate per 100k,Crude,17.51,67.44,†,Suppressed,13.12,67.88,3581,7020,50+,Some College,Female,Medium,Asian,"(29.8923, -77.7956)",3,9,9,1,194,Sex,Group B,3,1
2015,2012,CA,New York,Health Report,Risk Factors,Obesity,Awareness level,Rate per 100k,Crude,36.87,68,*,Suppressed,10.93,57.16,1348,3126,26-35,Some College,Female,Medium,Asian,"(35.7479, -120.7859)",7,7,6,1,57,Race,Group B,1,1
2015,2017,IL,Illinois,Health Report,Prevention,Obesity,Awareness level,Rate per 100k,Crude,89.3,15.7,*,Estimate,18.08,79.86,3022,229,18-25,Graduate,Male,High,White,"(47.6189, -93.7078)",5,1,7,8,34,Sex,Group B,2,1
2014,2020,GA,Washington,Survey,Health Status,Diabetes,Percentage affected,Rate per 100k,Crude,57.96,13.99,*,,45.76,54.72,970,2644,26-35,Some College,Female,Low,Asian,"(32.6055, -85.9976)",9,5,2,4,136,Age,Group C,1,2
2018,2020,CA,Washington,Census,Prevention,Alcohol Use,Awareness level,%,Crude,12.33,19.37,*,Suppressed,11.23,60.46,4109,6531,50+,Some College,Male,High,Hispanic,"(44.1828, -79.6338)",6,2,2,8,176,Sex,Group B,1,1
2020,2024,WA,Washington,Survey,Health Status,Smoking,Awareness level,%,Age-adjusted,47.6,85.42,,Estimate,14.16,71.44,2073,1040,18-25,Graduate,Female,High,Black,"(44.8308, -114.3228)",2,7,8,8,79,Race,Group C,3,4
2013,2019,GA,Washington,Health Report,Prevention,Smoking,Incidence rate,Rate per 100k,Crude,73.06,21.35,*,,8.49,97.17,1530,545,36-50,Graduate,Female,Low,White,"(35.6269, -81.0695)",2,6,9,6,2,Race,Group C,2,2
2024,2012,WA,California,Health Report,Health Status,Obesity,Awareness level,Rate per 100k,Age-adjusted,5.6,69.37,†,Estimate,1.19,68.09,2746,5321,36-50,Graduate,Female,High,Hispanic,"(30.8494, -105.2597)",8,6,2,5,98,Sex,Group B,2,4
2012,2017,WA,Georgia,Health Report,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Crude,11.99,30.63,†,Estimate,10.11,59.51,2033,8644,50+,Some College,Male,Low,Other,"(39.1391, -99.6870)",3,1,8,3,58,Sex,Group A,2,1
2011,2019,GA,California,Health Report,Prevention,Alcohol Use,Incidence rate,%,Age-adjusted,52.15,25.29,*,,19.79,82.91,2655,7711,18-25,Graduate,Female,Low,Hispanic,"(38.3433, -96.5900)",1,3,3,2,22,Age,Group C,4,3
2010,2022,NY,Washington,Census,Risk Factors,Diabetes,Awareness level,%,Age-adjusted,53.24,40.48,,,47.81,56.62,3442,7022,26-35,High School,Male,Low,Hispanic,"(39.9579, -104.2550)",9,7,9,4,178,Race,Group A,3,1
2022,2014,IL,California,Survey,Risk Factors,Obesity,Incidence rate,Rate per 100k,Crude,35.56,5.19,,Suppressed,39.59,93.63,1807,6616,26-35,High School,Female,Low,Hispanic,"(38.7795, -121.5927)",7,3,2,4,194,Race,Group B,1,1
2018,2011,WA,California,Census,Risk Factors,Smoking,Awareness level,Rate per 100k,Age-adjusted,79.7,46.39,*,Suppressed,27.88,92.14,3283,9144,36-50,Some College,Female,Low,Hispanic,"(34.5393, -121.1915)",4,4,9,7,149,Age,Group C,3,4
2011,2011,GA,Florida,Health Report,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Crude,77.12,16.72,,Suppressed,18.53,77.79,4557,6623,50+,High School,Female,High,Hispanic,"(28.2401, -117.2646)",3,5,5,2,38,Sex,Group B,4,4
2019,2019,IL,Georgia,Census,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Crude,15.78,12.39,†,Estimate,30.93,91.67,4665,874,50+,Graduate,Male,Medium,White,"(38.6724, -97.2199)",6,9,7,9,84,Race,Group B,1,2
2021,2014,TX,New York,Survey,Health Status,Alcohol Use,Incidence rate,Rate per 100k,Age-adjusted,16.06,87.58,*,Suppressed,3.16,70.3,2761,6492,18-25,High School,Male,Low,Other,"(29.9317, -81.2549)",5,1,8,3,14,Race,Group A,3,3
2011,2019,TX,Florida,Census,Health Status,Obesity,Incidence rate,%,Age-adjusted,20.66,49.96,†,,35.34,80.99,176,1165,50+,Some College,Female,High,Asian,"(36.7272, -96.6157)",4,1,1,5,87,Race,Group A,4,2
2019,2012,NY,North Carolina,Health Report,Health Status,Obesity,Incidence rate,%,Age-adjusted,72.74,10.17,†,Estimate,34.03,71.81,2951,7044,18-25,High School,Female,Medium,White,"(47.1409, -111.3189)",6,9,1,2,61,Race,Group C,4,2
2015,2017,WA,Washington,Survey,Risk Factors,Smoking,Incidence rate,Rate per 100k,Crude,97.25,65.98,,Estimate,43.21,85.95,3487,5922,50+,Some College,Female,Low,Black,"(32.0842, -95.5594)",3,5,2,8,151,Income,Group C,2,3
2014,2015,NC,California,Health Report,Health Status,Smoking,Percentage affected,Rate per 100k,Age-adjusted,16.06,65.32,*,Estimate,23.91,60.26,2481,5028,50+,Some College,Female,Medium,Other,"(33.1751, -87.1198)",7,9,2,6,183,Age,Group C,4,3
2014,2011,WA,California,Survey,Risk Factors,Smoking,Incidence rate,%,Crude,60.9,44.5,*,Estimate,27.23,84.64,837,3954,18-25,Some College,Female,High,Other,"(26.9986, -79.0303)",4,6,5,9,47,Race,Group A,2,4
2019,2018,NC,Texas,Census,Health Status,Diabetes,Awareness level,Rate per 100k,Age-adjusted,91.29,84.07,†,,2.38,88.8,336,8387,18-25,Graduate,Female,Medium,White,"(46.3218, -92.1831)",8,8,4,8,152,Age,Group B,4,1
2018,2012,NC,Washington,Census,Health Status,Obesity,Awareness level,Rate per 100k,Crude,92.6,1.74,,Estimate,3.34,69,4087,937,36-50,Some College,Female,High,Black,"(30.9339, -121.6926)",3,1,4,9,155,Income,Group A,1,1
2010,2022,GA,Texas,Health Report,Prevention,Obesity,Awareness level,Rate per 100k,Crude,91.11,11.29,*,,16.16,91.25,3665,2286,36-50,Some College,Female,Medium,Other,"(40.9538, -77.7047)",4,1,3,5,144,Income,Group B,1,4
2016,2012,CA,New York,Health Report,Risk Factors,Diabetes,Incidence rate,%,Crude,79.34,84.51,†,,16.07,77.64,1542,411,36-50,High School,Male,High,White,"(40.1437, -123.0531)",3,2,4,1,139,Age,Group C,3,1
2014,2024,TX,North Carolina,Census,Health Status,Smoking,Awareness level,%,Age-adjusted,28.84,95.06,,Estimate,39.89,74.74,3613,2520,18-25,Graduate,Male,High,Hispanic,"(25.4701, -76.7711)",3,8,2,8,181,Income,Group A,3,2
2012,2017,FL,Illinois,Survey,Prevention,Obesity,Incidence rate,%,Age-adjusted,66.61,49.23,†,,35.86,60.74,1101,2165,50+,Some College,Male,Medium,Asian,"(42.3336, -82.9805)",5,1,5,3,169,Income,Group A,2,2
2020,2011,FL,Texas,Survey,Risk Factors,Smoking,Awareness level,Rate per 100k,Age-adjusted,43,50.27,†,,33.06,82.27,3314,3995,26-35,Graduate,Male,Low,Asian,"(32.7876, -102.3735)",2,9,9,5,113,Sex,Group B,2,3
2010,2024,NC,Texas,Survey,Health Status,Diabetes,Percentage affected,%,Age-adjusted,44.81,7.64,†,,37,69.33,3767,4499,18-25,Some College,Male,Medium,White,"(44.2041, -99.5925)",9,6,8,6,183,Income,Group A,4,4
2017,2013,GA,Washington,Survey,Health Status,Smoking,Awareness level,%,Crude,1.01,73.67,*,Suppressed,43.96,90.64,2176,4284,18-25,Some College,Female,Low,White,"(43.7371, -98.5643)",1,7,4,4,110,Sex,Group C,3,3
2020,2016,WA,Texas,Survey,Health Status,Diabetes,Percentage affected,Rate per 100k,Crude,2.29,40.48,,,38.39,97.9,4346,635,50+,Some College,Male,Medium,Hispanic,"(29.5308, -82.2837)",1,2,9,8,151,Sex,Group B,3,2
